id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2610, Egyptian Lentil Soup, water, 3, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2635, Egyptian Meatballs, white bread crumb, 1, cup, , 119.7, 22.239, 3.9825, 1.4985, , , 
2635, Egyptian Meatballs, egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
2635, Egyptian Meatballs, salt black pepper, to taste, , ground, -, -, -, -, , , 
2635, Egyptian Meatballs, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
2635, Egyptian Meatballs, water, 3/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2635, Egyptian Meatballs, lemon juice, 1, tablespoon, , 3.355, 1.0523, 0.0534, 0.0366, , , 
2635, Egyptian Meatballs, butter, 1, tablespoon, , 85.5, 3.9285, 2.6715, 7.2, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), beef stew meat, 1, pound, cubed, 449.05699999999996, 35.607, 20.0034, 25.0837, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), canola oil, 1, tablespoon, , 123.76, 0.0, 0.0, 14.0, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), onion, 4, , sliced, 256.0, 59.776, 7.04, 0.64, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), chicken bouillon, 2, cubes, , 21.36, 1.4408, 1.3328, 1.1104, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), bay leaf, 1, , , -, -, -, -, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), salt black pepper, to taste, , ground, -, -, -, -, , , 
2636, Egyptian Lahma Bil Basal (Beef in Rich Onion Sauce), water, 1 1/2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2637, Fried Cauliflower (Egyptian Style), cumin, 2, teaspoons, ground, 15.75, 1.8581, 0.748, 0.9353, , , 
2637, Fried Cauliflower (Egyptian Style), head cauliflower, 1, , cut, -, -, -, -, , , 
2637, Fried Cauliflower (Egyptian Style), purpose flour, 1, cup, , -, -, -, -, , , 
2637, Fried Cauliflower (Egyptian Style), egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
2637, Fried Cauliflower (Egyptian Style), garlic, 2, cloves, , 8.94, 1.9836, 0.3816, 0.03, , , 
2637, Fried Cauliflower (Egyptian Style), cumin, 1, teaspoon, ground, 15.75, 1.8581, 0.748, 0.9353, , , 
2637, Fried Cauliflower (Egyptian Style), tomato paste, 1, tablespoon, , 13.12, 3.0256, 0.6912, 0.0752, , , 
2637, Fried Cauliflower (Egyptian Style), salt, to taste, , , -, -, -, -, , , 
2637, Fried Cauliflower (Egyptian Style), milk, 1/4, cup, , 37.21, 2.9158, 1.9215, 1.9947, , , 
2637, Fried Cauliflower (Egyptian Style), vegetable oil, 2, cups, , 3758.32, 0.0, 0.0, 436.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2638, Nigerian Suya, peanut, 1, tablespoon, ground roasted, 51.7388, 1.4719, 2.3542, 4.4932, , , 
2638, Nigerian Suya, cayenne pepper, 1, teaspoon, ground, 5.724, 1.0193, 0.2162, 0.3109, , , 
2638, Nigerian Suya, paprika, 1, teaspoon, ground, 6.486000000000001, 1.2418, 0.3252, 0.2965, , , 
2638, Nigerian Suya, salt, 1, teaspoon, , -, -, -, -, , , 
2638, Nigerian Suya, ginger, 1/2, teaspoon, ground, 0.8, 0.1777, 0.0182, 0.0075, , , 
2638, Nigerian Suya, garlic powder, 1/2, teaspoon, , 5.1305, 1.1273, 0.2565, 0.0113, , , 
2638, Nigerian Suya, onion powder, 1/2, teaspoon, , 4.092, 0.9494, 0.1249, 0.0125, , , 
2638, Nigerian Suya, beef, 1 1/2, pounds, cut, 806.8218, 1.5594, 143.9397, 24.9505, , , 
2638, Nigerian Suya, red bell pepper, 1, , cut, -, -, -, -, , , 
2638, Nigerian Suya, onion, 1/4, , cut, 16.0, 3.736, 0.44, 0.04, , , 
2638, Nigerian Suya, mushroom, 4, halved, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2639, African-Style Oxtail Stew, celery, 1, cup, chopped, 16.16, 2.9997, 0.6969, 0.1717, , , 
2639, African-Style Oxtail Stew, garlic, 1, teaspoon, minced, 4.172, 0.9257, 0.1781, 0.013999999999999999, , , 
2639, African-Style Oxtail Stew, tomato paste, 1, can, , 139.4, 32.147, 7.343999999999999, 0.799, , , 
2639, African-Style Oxtail Stew, beef bouillon, 2, cubes, , -, -, -, -, , , 
2639, African-Style Oxtail Stew, water, 10, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2639, African-Style Oxtail Stew, black peppercorn, 6, , , -, -, -, -, , , 
2639, African-Style Oxtail Stew, bay leaf, 2, , , -, -, -, -, , , 
2639, African-Style Oxtail Stew, canola oil, 1/4, cup, , 481.78, 0.0, 0.0, 54.5, , , 
2639, African-Style Oxtail Stew, beef oxtail, 3, pounds, cut, 3959.928, 0.0, 235.6906, 327.2724, , , 
2639, African-Style Oxtail Stew, onion, 1, , chopped, 60.0, 14.01, 1.65, 0.15, , , 
2639, African-Style Oxtail Stew, salt pepper, to taste, , , -, -, -, -, , , 
2639, African-Style Oxtail Stew, kidney bean, 1, can, drained, 80.0, 11.3103, 11.5862, 1.3793, , , 
2639, African-Style Oxtail Stew, cornstarch dissolved, 1/4, cup, , -, -, -, -, , , 
2639, African-Style Oxtail Stew, water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2640, Jollof Rice, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
2640, Jollof Rice, onion, 1, , sliced, 60.0, 14.01, 1.65, 0.15, , , 
2640, Jollof Rice, tomato, 2, cans, stewed, 124.1379, 27.5262, 6.4768, 1.0795, , , 
2640, Jollof Rice, tomato paste, 1/2, can, , 69.7, 16.0735, 3.6719999999999997, 0.3995, , , 
2640, Jollof Rice, salt, 1, teaspoon, , -, -, -, -, , , 
2640, Jollof Rice, black pepper, 1/4, teaspoon, , 1.4432, 0.3677, 0.0597, 0.0187, , , 
2640, Jollof Rice, cayenne pepper, 1/4, teaspoon, , 1.431, 0.2548, 0.054000000000000006, 0.0777, , , 
2640, Jollof Rice, red pepper flake, 1/2, teaspoon, , -, -, -, -, , , 
2640, Jollof Rice, worcestershire sauce, 1, tablespoon, , 13.26, 3.3082, 0.0, 0.0, , , 
2640, Jollof Rice, rosemary, 1, teaspoon, chopped, 0.917, 0.1449, 0.0232, 0.040999999999999995, , , 
2640, Jollof Rice, water, 2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2640, Jollof Rice, chicken, 1, , cut, -, -, -, -, , , 
2640, Jollof Rice, white rice, 1, cup, uncooked, 675.25, 147.9075, 13.1905, 1.2209999999999999, , , 
2640, Jollof Rice, carrot, 1, cup, diced, 52.48, 12.2624, 1.1904, 0.3072, , , 
2640, Jollof Rice, green bean, 1/2, pound, trimmed snapped, 70.3069, 15.8077, 4.1504, 0.499, , , 
2640, Jollof Rice, nutmeg, 1/4, teaspoon, ground, 2.8875, 0.2711, 0.0321, 0.1997, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2641, Peri Peri African Chicken, paprika, 1/4, cup, , 77.832, 14.9012, 3.9026, 3.5576, , , 
2641, Peri Peri African Chicken, chili powder, 2, tablespoons, , 45.12, 7.952000000000001, 2.1536, 2.2848, , , 
2641, Peri Peri African Chicken, lemon juice, 1, cup, , 53.68, 16.836, 0.8540000000000001, 0.5856, , , 
2641, Peri Peri African Chicken, garlic, 3, cloves, minced, 13.41, 2.9754, 0.5724, 0.045, , , 
2641, Peri Peri African Chicken, ginger, 1 1/2, teaspoons, chopped, 2.4, 0.5331, 0.0546, 0.0225, , , 
2641, Peri Peri African Chicken, salt, 1, 1/2 teaspoons, , -, -, -, -, , , 
2641, Peri Peri African Chicken, chicken breast half, 4, , bone-in, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2643, African Chicken Stew, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
2643, African Chicken Stew, roasting chicken, 1, , deboned cut, 965.6022, 0.408, 77.4748, 70.0855, , , 
2643, African Chicken Stew, garlic, 2, cloves, crushed, 8.94, 1.9836, 0.3816, 0.03, , , 
2643, African Chicken Stew, onion, 1, , chopped, 64.0, 14.944, 1.76, 0.16, , , 
2643, African Chicken Stew, potato, 1, , diced, -, -, -, -, , , 
2643, African Chicken Stew, cumin, 1, teaspoon, ground, 7.875, 0.929, 0.374, 0.4677, , , 
2643, African Chicken Stew, coriander seed, 1, teaspoon, ground, 5.364, 0.9898, 0.2227, 0.3199, , , 
2643, African Chicken Stew, black pepper, 1, teaspoon, ground, 5.773, 1.4708, 0.239, 0.075, , , 
2643, African Chicken Stew, red pepper flake, 1, teaspoon, crushed, -, -, -, -, , , 
2643, African Chicken Stew, salt, 1, teaspoon, , -, -, -, -, , , 
2643, African Chicken Stew, water, 1, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2643, African Chicken Stew, natural peanut butter, 3/4, cup, unsalted, -, -, -, -, , , 
2643, African Chicken Stew, garbanzo bean, 1, can, drained rinsed, 1133.4333, 188.7556, 61.3793, 18.1109, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2642, African Curry, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
2642, African Curry, onion, 1, , chopped, 64.0, 14.944, 1.76, 0.16, , , 
2642, African Curry, garlic, 2, cloves, peeled chopped, 8.94, 1.9836, 0.3816, 0.03, , , 
2642, African Curry, bay leaf, 1, , , -, -, -, -, , , 
2642, African Curry, tomato, 1, can, peeled drained, 62.068999999999996, 13.7631, 3.2384, 0.5397, , , 
2642, African Curry, curry powder, 2, teaspoons, , 13.0, 2.2332, 0.5716, 0.5604, , , 
2642, African Curry, salt, 1/8, teaspoon, , -, -, -, -, , , 
2642, African Curry, chicken, 1, , bones cut, -, -, -, -, , , 
2642, African Curry, coconut milk, 1, can, unsweetened, 827.5862, 19.934, 8.2399, 85.7811, , , 
2642, African Curry, lemon, 1, , juiced, 1.1183, 0.3508, 0.0178, 0.0122, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2644, Congo Tofu, white rice, 1, cup, , 675.25, 147.9075, 13.1905, 1.2209999999999999, , , 
2644, Congo Tofu, water, 2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2644, Congo Tofu, peanut oil, 3, tablespoons, , 358.02, 0.0, 0.0, 40.5, , , 
2644, Congo Tofu, tofu, 1, pound, cubed, 653.1738, 12.6099, 78.3355, 39.5533, , , 
2644, Congo Tofu, white onion, 1/2, , chopped, 32.0, 7.472, 0.88, 0.08, , , 
2644, Congo Tofu, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
2644, Congo Tofu, tomato paste, 3/4, can, , 104.55, 24.1102, 5.507999999999999, 0.5992, , , 
2644, Congo Tofu, peanut butter, 1/2, cup, , 759.81, 27.8253, 31.0374, 64.4226, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2645, Guinean Okra Sauce, okra, 1/2, pound, , 74.8428, 16.8963, 4.3772, 0.4309, , , 
2645, Guinean Okra Sauce, serrano pepper, 1, , chopped, 0.7, 0.1466, 0.0381, 0.0096, , , 
2645, Guinean Okra Sauce, garlic, 2, cloves, chopped, 8.94, 1.9836, 0.3816, 0.03, , , 
2645, Guinean Okra Sauce, lemon juice, 1, tablespoon, , 3.355, 1.0523, 0.0534, 0.0366, , , 
2645, Guinean Okra Sauce, salt, 1/2, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2650, West African Lime Cake, white sugar, 1, cup, , 774.0, 199.96, 0.0, 0.0, , , 
2650, West African Lime Cake, butter, 2 1/2, tablespoons, softened, 213.75, 9.8212, 6.6788, 18.0, , , 
2650, West African Lime Cake, egg, 2, , beaten, 143.0, 0.72, 12.56, 9.51, , , 
2650, West African Lime Cake, lime, 1, , juiced, 1.2604, 0.4245, 0.0212, 0.0035, , , 
2650, West African Lime Cake, purpose flour, 1 1/2, cups, , -, -, -, -, , , 
2650, West African Lime Cake, baking powder, 2 1/4, teaspoons, , 5.4855, 2.867, 0.0, 0.0, , , 
2650, West African Lime Cake, peanut, 1, teaspoon, chopped, 17.2462, 0.4906, 0.7847, 1.4977, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2647, Best Hot Sauce, chile pepper, 10, , , 24.975, 5.385, 0.8155, 0.4479, , , 
2647, Best Hot Sauce, onion, 1, , chopped, 64.0, 14.944, 1.76, 0.16, , , 
2647, Best Hot Sauce, date, 1/4, cup, pitted, 103.635, 27.5735, 0.9004, 0.1433, , , 
2647, Best Hot Sauce, basil leaf, 1/4, cup, , -, -, -, -, , , 
2647, Best Hot Sauce, parsley leaf, 1/4, cup, , -, -, -, -, , , 
2647, Best Hot Sauce, rom tomato, 1, , chopped, -, -, -, -, , , 
2647, Best Hot Sauce, beef bouillon powder, 2, tablespoons, , -, -, -, -, , , 
2647, Best Hot Sauce, garlic clove, 4, , , -, -, -, -, , , 
2647, Best Hot Sauce, vegetable oil, 1/2, cup, , 939.58, 0.0, 0.0, 109.0, , , 
2647, Best Hot Sauce, salt, to taste, , , -, -, -, -, , , 
2647, Best Hot Sauce, lemon juice, 1, squeeze, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2646, Shuku Shuku, coconut, 1, cup, unsweetened flaked, 283.2, 12.184000000000001, 2.6639999999999997, 26.791999999999998, , , 
2646, Shuku Shuku, castor sugar, 1/4, cup, , -, -, -, -, , , 
2646, Shuku Shuku, egg yolk, 3, , , 164.22, 1.8309, 8.0886, 13.5354, , , 
2646, Shuku Shuku, self rising flour, 1/2, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2648, Malian Ginger Juice, ginger root, 1/3, pound, unpeeled cut, 120.9581, 26.8678, 2.7518, 1.1340000000000001, , , 
2648, Malian Ginger Juice, water, 1 1/2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2648, Malian Ginger Juice, lemon, 4, , juiced, -, -, -, -, , , 
2648, Malian Ginger Juice, white sugar, 1, cup, , 774.0, 199.96, 0.0, 0.0, , , 
2648, Malian Ginger Juice, water, 7, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2648, Malian Ginger Juice, mint, 16, leaves, crushed, 0.56, 0.1191, 0.03, 0.0075, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2649, Chin Chin, purpose flour, 8, cups, , -, -, -, -, , , 
2649, Chin Chin, butter, 1, cup, , 256.5, 11.7855, 8.0145, 21.6, , , 
2649, Chin Chin, butter, 3, tablespoons, , 256.5, 11.7855, 8.0145, 21.6, , , 
2649, Chin Chin, nutmeg, 2, teaspoons, ground, 23.1, 2.1688, 0.257, 1.5976, , , 
2649, Chin Chin, milk, 1/2, cup, , 74.42, 5.8316, 3.843, 3.9894, , , 
2649, Chin Chin, milk, 2, tablespoons, , 74.42, 5.8316, 3.843, 3.9894, , , 
2649, Chin Chin, vegetable oil, 1, cup, , 1879.16, 0.0, 0.0, 218.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2651, Gages, butter, 1, tablespoon, , 85.5, 3.9285, 2.6715, 7.2, , , 
2651, Gages, eggplant, 1, , peeled sliced, -, -, -, -, , , 
2651, Gages, red chile pepper, 1, , seeded chopped, 1.25, 0.2753, 0.0584, 0.0138, , , 
2651, Gages, tomato, 4, , sliced, 160.8396, 34.7592, 7.8633, 1.7871, , , 
2651, Gages, red onion, 1, , sliced, 64.0, 14.944, 1.76, 0.16, , , 
2651, Gages, vinegar, 1/4, cup, , 12.5475, 0.5557, 0.0, 0.0, , , 
2651, Gages, vegetable oil, 3, tablespoons, , 351.69599999999997, 0.0, 0.0, 40.8, , , 
2651, Gages, coconut, 1/4, cup, unsweetened flaked, 70.8, 3.0460000000000003, 0.6659999999999999, 6.6979999999999995, , , 
2651, Gages, peanut, 1/4, cup, unsalted dry-roasted, 206.955, 5.8874, 9.417, 17.9726, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2652, Liberian Style Collard Greens, bacon, 6, slices, , 700.56, 2.1504, 21.2016, 66.6792, , , 
2652, Liberian Style Collard Greens, collard green, 1, bunch, chopped, -, -, -, -, , , 
2652, Liberian Style Collard Greens, vegetable oil, 1/3, cup, , 626.3867, 0.0, 0.0, 72.6667, , , 
2652, Liberian Style Collard Greens, water, 3, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2652, Liberian Style Collard Greens, chicken bouillon, 3, cubes, , 32.04, 2.1612, 1.9992, 1.6656, , , 
2652, Liberian Style Collard Greens, creamy peanut butter, 1/3, cup, , 518.8267, 14.5067, 20.8811, 46.2251, , , 
2652, Liberian Style Collard Greens, liquid smoke flavoring, 1, teaspoon, , -, -, -, -, , , 
2652, Liberian Style Collard Greens, soul food seasoning, 1, pinch, , -, -, -, -, , , 
2652, Liberian Style Collard Greens, cayenne pepper, 1, pinch, , 0.3578, 0.0637, 0.0135, 0.0194, , , 
2652, Liberian Style Collard Greens, salt, to taste, , , -, -, -, -, , , 
2652, Liberian Style Collard Greens, black pepper, to taste, , ground, 0.0, 0.0, 0.0, 0.0, , , 
2652, Liberian Style Collard Greens, fillet flounder, 2, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2653, Guinean Peanut Sauce with Butternut Squash, butternut squash, 1, , peeled seeded cut, 63.0, 16.366, 1.4, 0.14, , , 
2653, Guinean Peanut Sauce with Butternut Squash, natural peanut butter, 1/2, cup, , -, -, -, -, , , 
2653, Guinean Peanut Sauce with Butternut Squash, tomato, 1, , chopped, 16.38, 3.5399, 0.8008, 0.182, , , 
2653, Guinean Peanut Sauce with Butternut Squash, water, 1, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2653, Guinean Peanut Sauce with Butternut Squash, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
2653, Guinean Peanut Sauce with Butternut Squash, yellow onion lengthwise, 1, , sliced, -, -, -, -, , , 
2653, Guinean Peanut Sauce with Butternut Squash, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
2653, Guinean Peanut Sauce with Butternut Squash, bay leaf, 1, , , -, -, -, -, , , 
2653, Guinean Peanut Sauce with Butternut Squash, black pepper, to taste, , ground, 0.0, 0.0, 0.0, 0.0, , , 
2653, Guinean Peanut Sauce with Butternut Squash, salt, , , , -, -, -, -, , , 
2653, Guinean Peanut Sauce with Butternut Squash, lemon juice, 2, teaspoons, , 2.2367, 0.7015, 0.0356, 0.0244, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2654, Mommy Bart-Williams' Spinach Leaves, onion, 2, , chopped, 128.0, 29.888, 3.52, 0.32, , , 
2654, Mommy Bart-Williams' Spinach Leaves, green bell pepper, 1, , cut, -, -, -, -, , , 
2654, Mommy Bart-Williams' Spinach Leaves, habanero pepper, 1/4, , , -, -, -, -, , , 
2654, Mommy Bart-Williams' Spinach Leaves, virgin palm oil, 3, tablespoons, , -, -, -, -, , , 
2654, Mommy Bart-Williams' Spinach Leaves, water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2654, Mommy Bart-Williams' Spinach Leaves, peanut butter, 1, tablespoon, , 94.24, 3.4512, 3.8496, 7.9904, , , 
2654, Mommy Bart-Williams' Spinach Leaves, chicken bouillon, 2, cubes, , 21.36, 1.4408, 1.3328, 1.1104, , , 
2654, Mommy Bart-Williams' Spinach Leaves, salt, 1, teaspoon, , -, -, -, -, , , 
2654, Mommy Bart-Williams' Spinach Leaves, spinach, 2, bunches, cut, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2655, Cameroonian Fried Spinach, baby spinach, 1, package, rinsed, 65.32, 10.3092, 8.1224, 1.1076, , , 
2655, Cameroonian Fried Spinach, shiitake mushroom, 1, cup, stemmed quartered, -, -, -, -, , , 
2655, Cameroonian Fried Spinach, onion, 1, , chopped, 44.0, 10.274000000000001, 1.21, 0.11, , , 
2655, Cameroonian Fried Spinach, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
2655, Cameroonian Fried Spinach, garlic powder, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2656, Chicken Tagine, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
2656, Chicken Tagine, chicken thigh, 8, , skinless boneless cut, 15945.6, 28.6296, 347.1792, 1602.8952, , , 
2656, Chicken Tagine, eggplant, 1, , cut, -, -, -, -, , , 
2656, Chicken Tagine, onion, 2, , sliced, 120.0, 28.02, 3.3, 0.3, , , 
2656, Chicken Tagine, carrot, 4, , sliced, 118.08, 27.5904, 2.6784, 0.6912, , , 
2656, Chicken Tagine, cranberry, 1/2, cup, , 25.3, 6.5835, 0.253, 0.0715, , , 
2656, Chicken Tagine, apricot, 1/2, cup, chopped, 37.2, 8.618, 1.085, 0.3022, , , 
2656, Chicken Tagine, chicken broth, 2, cups, , 156.24, 3.78, 22.2768, 5.2416, , , 
2656, Chicken Tagine, tomato paste, 2, tablespoons, , 26.24, 6.0512, 1.3824, 0.1504, , , 
2656, Chicken Tagine, lemon juice, 2, tablespoons, , 6.71, 2.1045, 0.1067, 0.0732, , , 
2656, Chicken Tagine, purpose flour, 2, tablespoons, , -, -, -, -, , , 
2656, Chicken Tagine, garlic salt, 2, teaspoons, , -, -, -, -, , , 
2656, Chicken Tagine, cumin, 1 1/2, teaspoons, ground, 11.8125, 1.3936, 0.561, 0.7015, , , 
2656, Chicken Tagine, ginger, 1 1/2, teaspoons, ground, 2.4, 0.5331, 0.0546, 0.0225, , , 
2656, Chicken Tagine, cinnamon, 1, teaspoon, , -, -, -, -, , , 
2656, Chicken Tagine, black pepper, 3/4, teaspoon, ground, 4.3298, 1.1031, 0.1792, 0.0562, , , 
2656, Chicken Tagine, water, 1, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2656, Chicken Tagine, couscous, 1, cup, , 650.48, 133.9539, 22.0748, 1.1072, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2657, Moroccan Lentil Soup, onion, 2, , chopped, 128.0, 29.888, 3.52, 0.32, , , 
2657, Moroccan Lentil Soup, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
2657, Moroccan Lentil Soup, ginger, 1, teaspoon, grated, 6.03, 1.2892, 0.1616, 0.0763, , , 
2657, Moroccan Lentil Soup, water, 6, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2657, Moroccan Lentil Soup, red lentil, 1, cup, , 687.36, 121.152, 45.9072, 4.1664, , , 
2657, Moroccan Lentil Soup, garbanzo bean, 1, can, drained, 1133.4333, 188.7556, 61.3793, 18.1109, , , 
2657, Moroccan Lentil Soup, cannellini bean, 1, can, , -, -, -, -, , , 
2657, Moroccan Lentil Soup, tomato, 1, can, diced, 40.2099, 8.6898, 1.9658, 0.4468, , , 
2657, Moroccan Lentil Soup, carrot, 1/2, cup, diced, 26.24, 6.1312, 0.5952, 0.1536, , , 
2657, Moroccan Lentil Soup, celery, 1/2, cup, chopped, 8.08, 1.4999, 0.3484, 0.0859, , , 
2657, Moroccan Lentil Soup, garam masala, 1, teaspoon, , -, -, -, -, , , 
2657, Moroccan Lentil Soup, cardamom, 1 1/2, teaspoons, ground, 9.33, 2.0541, 0.3228, 0.201, , , 
2657, Moroccan Lentil Soup, cayenne pepper, 1/2, teaspoon, ground, 2.862, 0.5097, 0.1081, 0.1554, , , 
2657, Moroccan Lentil Soup, cumin, 1/2, teaspoon, ground, 3.9375, 0.4645, 0.187, 0.2338, , , 
