id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147200, Deep Fried Mozzarella Cheese Sticks, mozzarella cheese, 16, ounces, , 1469.6377, 123.4677, 61.5071, 81.0569, , , 
147222, Sharp Old Cheddar Scones With Smoked Salmon, lime juice, 1/2, teaspoon, , 0.6302, 0.2123, 0.0106, 0.0018, , , 
147222, Sharp Old Cheddar Scones With Smoked Salmon, salt, 1/4, teaspoon, , -, -, -, -, , , 
147222, Sharp Old Cheddar Scones With Smoked Salmon, salmon, 8, slices, smoked, -, -, -, -, , , 
147222, Sharp Old Cheddar Scones With Smoked Salmon, dill, 1/4, teaspoon, dried, 0.0199, 0.0033, 0.0016, 0.0005, , , 
147222, Sharp Old Cheddar Scones With Smoked Salmon, dill, 1, sprig, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147223, Coconut-Funfetti Ice Cream Cake, vanilla ice cream, 2 1/2, cups, softened, -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
147223, Coconut-Funfetti Ice Cream Cake, coconut extract, 1/2, teaspoon, , -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, gluten vanilla extract, 1/2, tablespoon, free, -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, brown rice flour, 1, cup, , 573.54, 120.8384, 11.4234, 4.3924, , , 
147223, Coconut-Funfetti Ice Cream Cake, coconut flour, 1/2, cup, , -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, tapioca starch, 1/2, cup, , -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, guar gum, 1, teaspoon, , -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, baking soda, 1/2, tablespoon, , 0.0, 0.0, 0.0, 0.0, , , 
147223, Coconut-Funfetti Ice Cream Cake, baking powder, 1, teaspoon, , 2.438, 1.2742, 0.0, 0.0, , , 
147223, Coconut-Funfetti Ice Cream Cake, salt, 1/2, teaspoon, , -, -, -, -, , , 
147223, Coconut-Funfetti Ice Cream Cake, nonpareil wilton, 1/4, cup, round, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147224, Cucumber Relish, cucumber, 2, , peeled seeded, -, -, -, -, , , 
147224, Cucumber Relish, white vinegar, 1/3, cup, , 14.28, 0.0317, 0.0, 0.0, , , 
147224, Cucumber Relish, sugar, 2, tablespoons, , 110.124, 27.5448, 0.0, 0.0, , , 
147224, Cucumber Relish, ginger, 1, teaspoon, grated, 6.03, 1.2892, 0.1616, 0.0763, , , 
147224, Cucumber Relish, salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147225, Grilled Halibut With Pineapple Chipotle Salsa, raisin, 1/2, cup, , 249.15, 65.604, 2.7968, 0.3795, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, dark rum, 1/2, cup, , -, -, -, -, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, pineapple, 1, , trimmed cored sliced sliced drained, 82.5, 21.648000000000003, 0.8909999999999999, 0.198, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, vegetable oil, , , , -, -, -, -, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, chipotle chile adobo, 2, , rinsed seeded diced, -, -, -, -, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, lime juice, 1, , , 3.7812, 1.2735, 0.0635, 0.0106, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, orange juice, 1/2, , , -, -, -, -, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, orange zest, 1/2, , , -, -, -, -, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, olive oil, 1/4, cup, , 477.36, 0.0, 0.0, 54.0, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, green onion, 1, , sliced, 19.17, 4.0754, 0.6887, 0.3337, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, red pepper, 2, tablespoons, roasted chopped, 7.5, 1.6519, 0.3506, 0.0825, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, cilantro, 2, tablespoons, minced, 0.46, 0.0734, 0.0426, 0.0104, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, salt, , , , -, -, -, -, , , 
147225, Grilled Halibut With Pineapple Chipotle Salsa, halibut steak, 4, halibut, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147226, Jamocha Mousse Crepes, chocolate dessert crepe, 20, , cooked, -, -, -, -, , , 
147226, Jamocha Mousse Crepes, chocolate bar, 1, , semisweet grated, -, -, -, -, , , 
147226, Jamocha Mousse Crepes, egg yolk, 4, , , 218.96, 2.4412, 10.7848, 18.0472, , , 
147226, Jamocha Mousse Crepes, rum, 2, tablespoons, , -, -, -, -, , , 
147226, Jamocha Mousse Crepes, coffee powder, 1, teaspoon, , -, -, -, -, , , 
147226, Jamocha Mousse Crepes, egg white, 4, , , 68.64, 0.9636, 14.388, 0.2244, , , 
147226, Jamocha Mousse Crepes, sugar, 1/2, cup, , 402.99, 100.79799999999999, 0.0, 0.0, , , 
147226, Jamocha Mousse Crepes, cream, , , whipped, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147227, Lagasse Family Fruit Dip, margarine, 3, tablespoons, , 304.137, 0.3807, 0.3807, 34.0515, , , 
147227, Lagasse Family Fruit Dip, flour, 3, tablespoons, , 108.4275, 23.7385, 1.7627, 0.4207, , , 
147227, Lagasse Family Fruit Dip, sugar, 1/3, cup, , 268.66, 67.1987, 0.0, 0.0, , , 
147227, Lagasse Family Fruit Dip, salt, 1/8, teaspoon, , -, -, -, -, , , 
147227, Lagasse Family Fruit Dip, lemon juice, 1/4, teaspoon, , 0.2796, 0.0877, 0.0044, 0.003, , , 
147227, Lagasse Family Fruit Dip, orange juice, 1, tablespoon, , 6.975, 1.6119999999999999, 0.1085, 0.031, , , 
147227, Lagasse Family Fruit Dip, pineapple juice, 1/3, cup, , 44.1667, 10.725, 0.3, 0.1, , , 
147227, Lagasse Family Fruit Dip, egg yolk, 2, , beaten, 109.48, 1.2206, 5.3924, 9.0236, , , 
147227, Lagasse Family Fruit Dip, cream, 2, cups, whipped, 1584.0, 31.92, 17.424, 166.46400000000003, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147228, Rhubarb Crumble Pie, purpose flour, 3/4, cup, , -, -, -, -, , , 
147228, Rhubarb Crumble Pie, brown sugar, 1/3, cup, , 278.6667, 71.9327, 0.08800000000000001, 0.0, , , 
147228, Rhubarb Crumble Pie, butter, 1/3, cup, , 171.0, 7.857, 5.343, 14.4, , , 
147228, Rhubarb Crumble Pie, sugar, 1 1/4, cups, granulated, 399.75, 75.01, 12.5125, 6.24, , , 
147228, Rhubarb Crumble Pie, purpose flour, 3, tablespoons, , -, -, -, -, , , 
147228, Rhubarb Crumble Pie, salt, 1, pinch, , -, -, -, -, , , 
147228, Rhubarb Crumble Pie, egg, 1, , beaten, 71.5, 0.36, 6.28, 4.755, , , 
147228, Rhubarb Crumble Pie, rhubarb, 4, cups, chopped, 102.48, 22.1552, 4.3919999999999995, 0.976, , , 
147228, Rhubarb Crumble Pie, pastry shell, 1, , unbaked, -, -, -, -, , , 
147228, Rhubarb Crumble Pie, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147229, Cranberry-Poppy Seed-Orange Loaf, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, sugar, 1, cup, , 805.98, 201.59599999999998, 0.0, 0.0, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, orange zest, 2, , , -, -, -, -, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, wheat flour, 2, cups, , 816.0, 172.72799999999998, 31.704, 6.0, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, baking powder, 2, teaspoons, , 4.876, 2.5484, 0.0, 0.0, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, salt, 1/4, teaspoon, , -, -, -, -, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, poppy seed, 1/3, cup, , 235.2, 12.6022, 8.0595, 18.6189, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, orange juice, 1/2, cup, , 55.8, 12.895999999999999, 0.868, 0.248, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, buttermilk, 1/2, cup, , -, -, -, -, , , 
147229, Cranberry-Poppy Seed-Orange Loaf, cranberry, 2, cups, chopped, 101.2, 26.334, 1.012, 0.28600000000000003, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, new potato, 1 1/2, 1/2, , -, -, -, -, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, lemon juice, 2, tablespoons, , 6.71, 2.1045, 0.1067, 0.0732, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, thyme, 1, tablespoon, , 2.424, 0.5868, 0.1334, 0.0403, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, red pepper flake, 1/2, teaspoon, crushed, -, -, -, -, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, olive oil, 4, tablespoons, , 477.36, 0.0, 0.0, 54.0, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, kosher salt, , , , -, -, -, -, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, black pepper, , , , -, -, -, -, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, fish fillet, 4, skinless, , -, -, -, -, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, shallot, 1, , sliced, 115.2, 26.88, 4.0, 0.16, , , 
147230, Fish With Spicy Lemon-Thyme Vinaigrette, kale, 1, bunch, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147234, Hot Stuffed Cherry Peppers, cherry pepper, 8, , , -, -, -, -, , , 
147234, Hot Stuffed Cherry Peppers, onion, 4, tablespoons, minced, 16.0, 3.736, 0.44, 0.04, , , 
147234, Hot Stuffed Cherry Peppers, mushroom, 2, , minced, -, -, -, -, , , 
147234, Hot Stuffed Cherry Peppers, garlic clove, 2, , minced, 8.94, 1.9836, 0.3816, 0.03, , , 
147234, Hot Stuffed Cherry Peppers, worcestershire sauce, 1, teaspoon, , 4.42, 1.1027, 0.0, 0.0, , , 
147234, Hot Stuffed Cherry Peppers, oregano, 1/2, teaspoon, dried, 1.325, 0.3446, 0.045, 0.0214, , , 
147234, Hot Stuffed Cherry Peppers, cream, 8, teaspoons, sour, 63.36, 1.4816, 0.7808, 6.192, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147235, Simple Delicious Chicken Dinner, chicken breast, 4 -6, pieces, boneless skinless, -, -, -, -, , , 
147235, Simple Delicious Chicken Dinner, cooking onion, 1, , sliced, -, -, -, -, , , 
147235, Simple Delicious Chicken Dinner, green pepper, 1/4 - 1/2, , sliced, 0.0, 0.0, 0.0, 0.0, , , 
147235, Simple Delicious Chicken Dinner, red pepper, 1/4 - 1/2, , sliced, 0.0, 0.0, 0.0, 0.0, , , 
147235, Simple Delicious Chicken Dinner, yellow pepper, 1/4 - 1/2, , sliced, -, -, -, -, , , 
147235, Simple Delicious Chicken Dinner, orange bell pepper, 1/4 - 1/2, , sliced, -, -, -, -, , , 
147235, Simple Delicious Chicken Dinner, cheddar cheese, 1/2 - 1, cup, shredded, -, -, -, -, , , 
147235, Simple Delicious Chicken Dinner, seasoning salt, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147236, Fruity Ham Meatloaf, lard, 2, teaspoons, , 76.9707, 0.0, 0.0, 8.5333, , , 
147236, Fruity Ham Meatloaf, brown sugar, 1/4, cup, , 209.0, 53.9495, 0.066, 0.0, , , 
147236, Fruity Ham Meatloaf, pineapple, 3, slices, peeled, 249.0, 65.3376, 2.6892, 0.5976, , , 
147236, Fruity Ham Meatloaf, raisin, 2, tablespoons, , 62.2875, 16.401, 0.6992, 0.0949, , , 
147236, Fruity Ham Meatloaf, ham, 450, cups, cooked chopped, -, -, -, -, , , 
147236, Fruity Ham Meatloaf, pork, 300, g, ground lean, 1128.0, 0.0, 41.73, 105.21, , , 
147236, Fruity Ham Meatloaf, breadcrumb, 2, cups, , -, -, -, -, , , 
147236, Fruity Ham Meatloaf, celery, 1, stalk, chopped, 10.24, 1.9008, 0.4416, 0.1088, , , 
147236, Fruity Ham Meatloaf, onion, 1/2, , chopped, 14.0, 3.2689999999999997, 0.385, 0.035, , , 
147236, Fruity Ham Meatloaf, dijon mustard, 1, tablespoon, , -, -, -, -, , , 
147236, Fruity Ham Meatloaf, egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
147236, Fruity Ham Meatloaf, apple, 2, , grated, 231.92, 61.5926, 1.1596, 0.7582, , , 
147236, Fruity Ham Meatloaf, sage, 2, teaspoons, rubbed, -, -, -, -, , , 
147236, Fruity Ham Meatloaf, clove, 1/4, teaspoon, , 1.4385, 0.344, 0.0313, 0.0682, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147237, Carrots and Parsnips, carrot, 2, , pared, 104.96, 24.5248, 2.3808, 0.6144, , , 
147237, Carrots and Parsnips, parsnip, 2, , pared, 199.5, 47.8534, 3.1919999999999997, 0.7979999999999999, , , 
147237, Carrots and Parsnips, orange juice, 2, tablespoons, , 13.95, 3.2239999999999998, 0.217, 0.062, , , 
147237, Carrots and Parsnips, butter, 1, tablespoon, , 85.5, 3.9285, 2.6715, 7.2, , , 
147237, Carrots and Parsnips, sugar, 1, tablespoon, , 55.062, 13.7724, 0.0, 0.0, , , 
147237, Carrots and Parsnips, salt, 1/8, teaspoon, , -, -, -, -, , , 
147237, Carrots and Parsnips, pepper, 1/8, teaspoon, , 0.7216, 0.1839, 0.0299, 0.0094, , , 
147237, Carrots and Parsnips, almond, 2, tablespoons, slivered toasted, 240.44799999999998, 0.0, 0.0, 27.2, , , 
147237, Carrots and Parsnips, parsley, 1, tablespoon, chopped, 1.368, 0.2405, 0.1129, 0.03, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147232, Tender and Tasty Roast Beef, sirloin tip roast, 1, , , -, -, -, -, , , 
147232, Tender and Tasty Roast Beef, beef broth, 1, can, , 30.45, 0.174, 4.959, 0.9570000000000001, , , 
147232, Tender and Tasty Roast Beef, water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
147232, Tender and Tasty Roast Beef, garlic, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147238, Verity's Very Ginger Chewies, shortening, 1/2, cup, , 906.1, 0.0, 0.0, 102.5, , , 
147238, Verity's Very Ginger Chewies, butter, 1/4, cup, , 342.0, 15.714, 10.686, 28.8, , , 
147238, Verity's Very Ginger Chewies, ginger, 2, tablespoons, grated, 34.84, 7.4485, 0.9339, 0.441, , , 
147238, Verity's Very Ginger Chewies, demerara sugar, 3/4, cup, , 627.0, 161.8485, 0.198, 0.0, , , 
147238, Verity's Very Ginger Chewies, molasses, 1/4, cup, , 244.325, 62.96, 0.0, 0.0842, , , 
147238, Verity's Very Ginger Chewies, corn syrup, 1, tablespoon, , 62.26, 16.8938, 0.0, 0.044000000000000004, , , 
147238, Verity's Very Ginger Chewies, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
147238, Verity's Very Ginger Chewies, flour, 1, cup, , 578.28, 126.6054, 9.401, 2.2436, , , 
147238, Verity's Very Ginger Chewies, oat flour, 1 1/4, 1/4, , 525.2, 85.41, 19.058, 11.856, , , 
147238, Verity's Very Ginger Chewies, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
147238, Verity's Very Ginger Chewies, baking soda, 2, teaspoons, , 0.0, 0.0, 0.0, 0.0, , , 
147238, Verity's Very Ginger Chewies, salt, 1, pinch, , -, -, -, -, , , 
147238, Verity's Very Ginger Chewies, cinnamon, 1/2, teaspoon, , -, -, -, -, , , 
147238, Verity's Very Ginger Chewies, cardamom, 1/2, teaspoon, , 3.11, 0.6847, 0.1076, 0.067, , , 
147238, Verity's Very Ginger Chewies, ginger, 1, tablespoon, ground, 25.6, 5.6864, 0.5824, 0.24, , , 
147238, Verity's Very Ginger Chewies, clove, 1/2, teaspoon, , 2.877, 0.6881, 0.0627, 0.1365, , , 
147238, Verity's Very Ginger Chewies, ginger, 1/3, cup, minced crystallized, 25.6, 5.6864, 0.5824, 0.24, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147231, Frozen Tomato Frappe, butter, 1 1/2, 1/2, unsalted, 128.25, 5.8927, 4.0072, 10.8, , , 
147231, Frozen Tomato Frappe, onion, 2 1/2, tablespoons, chopped, 10.0, 2.335, 0.275, 0.025, , , 
147231, Frozen Tomato Frappe, sugar, 1, teaspoon, , 18.354, 4.5908, 0.0, 0.0, , , 
147231, Frozen Tomato Frappe, lemon juice, 1, teaspoon, , 1.1183, 0.3508, 0.0178, 0.0122, , , 
147231, Frozen Tomato Frappe, worcestershire sauce, 1/4, teaspoon, , 1.105, 0.2757, 0.0, 0.0, , , 
147231, Frozen Tomato Frappe, tomato juice, 3, cups, , 123.93, 25.7337, 6.1965, 2.1141, , , 
147231, Frozen Tomato Frappe, lemon wedge, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147233, Rustic Bread for the Bread Machine, water, 1, cup, , 0.0, 0.0, 0.0, 0.0, , , 
147233, Rustic Bread for the Bread Machine, bread machine yeast, 1, teaspoon, , -, -, -, -, , , 
147233, Rustic Bread for the Bread Machine, flour, 1/2, cup, unbleached, 182.28, 13.4064, 15.8802, 8.673, , , 
147233, Rustic Bread for the Bread Machine, wheat flour, 1/2, cup, , 204.0, 43.181999999999995, 7.926, 1.5, , , 
147233, Rustic Bread for the Bread Machine, water, 1 1/4, 1/4, , 0.0, 0.0, 0.0, 0.0, , , 
147233, Rustic Bread for the Bread Machine, honey, 1, tablespoon, , -, -, -, -, , , 
147233, Rustic Bread for the Bread Machine, barley malt, 1, tablespoon, , 36.5513, 7.9279, 1.0408, 0.1863, , , 
147233, Rustic Bread for the Bread Machine, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
147233, Rustic Bread for the Bread Machine, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
147233, Rustic Bread for the Bread Machine, bread flour, 1 1/2, 1/2, unbleached, 741.855, 149.0492, 24.6189, 3.4113, , , 
147233, Rustic Bread for the Bread Machine, wheat bread flour, 2, cups, , 741.855, 149.0492, 24.6189, 3.4113, , , 
147233, Rustic Bread for the Bread Machine, sugar, 2, teaspoons, , 36.708, 9.1816, 0.0, 0.0, , , 
147233, Rustic Bread for the Bread Machine, salt, 1, tablespoon, , -, -, -, -, , , 
147233, Rustic Bread for the Bread Machine, gluten, 2, tablespoons, , -, -, -, -, , , 
147233, Rustic Bread for the Bread Machine, bread machine yeast, 2, teaspoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147239, Baked Spinach Stuffed Tomatoes, tomato, 8, , firm, 334.88, 74.256, 17.472, 2.912, , , 
147239, Baked Spinach Stuffed Tomatoes, salt pepper, , , , -, -, -, -, , , 
147239, Baked Spinach Stuffed Tomatoes, spinach, 3, packages, , -, -, -, -, , , 
147239, Baked Spinach Stuffed Tomatoes, butter, 1/3, cup, , 171.0, 7.857, 5.343, 14.4, , , 
147239, Baked Spinach Stuffed Tomatoes, mushroom, 2, cups, sliced, -, -, -, -, , , 
147239, Baked Spinach Stuffed Tomatoes, onion, 1/3, cup, chopped, 21.3333, 4.9813, 0.5867, 0.0533, , , 
147239, Baked Spinach Stuffed Tomatoes, garlic, 1, clove, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
147239, Baked Spinach Stuffed Tomatoes, cream cheese, 1/4, , cubed, 20.9081, 0.2481, 0.5032, 2.0269999999999997, , , 
147239, Baked Spinach Stuffed Tomatoes, pine nut, 2/3, cup, , 605.7, 11.772, 12.321, 61.533, , , 
147239, Baked Spinach Stuffed Tomatoes, parsley, 1, tablespoon, chopped, 1.368, 0.2405, 0.1129, 0.03, , , 
147239, Baked Spinach Stuffed Tomatoes, tarragon, 1, teaspoon, dried, 1.77, 0.3013, 0.1366, 0.0434, , , 
147239, Baked Spinach Stuffed Tomatoes, lemon juice, 2, teaspoons, , 2.2367, 0.7015, 0.0356, 0.0244, , , 
147239, Baked Spinach Stuffed Tomatoes, salt pepper, , , , -, -, -, -, , , 
147239, Baked Spinach Stuffed Tomatoes, butter, 2, tablespoons, melted, 171.0, 7.857, 5.343, 14.4, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147240, Glazed Salmon with Stir-fried Vegetables, carrot, 2, , , 104.96, 24.5248, 2.3808, 0.6144, , , 
147240, Glazed Salmon with Stir-fried Vegetables, parsnip, 1, , , 99.75, 23.9267, 1.5959999999999999, 0.39899999999999997, , , 
147240, Glazed Salmon with Stir-fried Vegetables, red bell pepper, 1, , , -, -, -, -, , , 
147240, Glazed Salmon with Stir-fried Vegetables, green onion, 8, , , 153.36, 32.6032, 5.5096, 2.6696, , , 
147240, Glazed Salmon with Stir-fried Vegetables, salmon fillet, 4, skinless, skinless, -, -, -, -, , , 
147240, Glazed Salmon with Stir-fried Vegetables, salt, 1/4, teaspoon, , -, -, -, -, , , 
147240, Glazed Salmon with Stir-fried Vegetables, vegetable oil cooking spray, , , , -, -, -, -, , , 
147240, Glazed Salmon with Stir-fried Vegetables, apple jelly, 1/4, cup, , -, -, -, -, , , 
147240, Glazed Salmon with Stir-fried Vegetables, rice wine vinegar, 3, tablespoons, , -, -, -, -, , , 
147240, Glazed Salmon with Stir-fried Vegetables, water, 2, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
147240, Glazed Salmon with Stir-fried Vegetables, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
147240, Glazed Salmon with Stir-fried Vegetables, cornstarch, 1, teaspoon, , 10.16, 2.4339, 0.0069, 0.0013, , , 
147240, Glazed Salmon with Stir-fried Vegetables, dill, 1/2 - 1, teaspoon, chopped, 0.0, 0.0, 0.0, 0.0, , , 
147240, Glazed Salmon with Stir-fried Vegetables, vegetable oil, 2, teaspoons, , 78.1547, 0.0, 0.0, 9.0667, , , 
147240, Glazed Salmon with Stir-fried Vegetables, dill sprig, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147241, County Fair First Prize Blue Ribbon Lemon Bars, flour, 2, cups, , 1156.56, 253.2108, 18.802, 4.4872, , , 
147241, County Fair First Prize Blue Ribbon Lemon Bars, sugar, 1/4, cup, , 201.495, 50.398999999999994, 0.0, 0.0, , , 
147241, County Fair First Prize Blue Ribbon Lemon Bars, butter, 1, cup, softened, 1368.0, 62.856, 42.744, 115.2, , , 
147241, County Fair First Prize Blue Ribbon Lemon Bars, sugar, 2, cups, , 201.495, 50.398999999999994, 0.0, 0.0, , , 
147241, County Fair First Prize Blue Ribbon Lemon Bars, baking powder, 1, teaspoon, , 2.438, 1.2742, 0.0, 0.0, , , 
